,Reciept ID,Product,Quantity Ordered,Price Each,Date
788,11788,Latte (Caramel),1,4.25,01/07/19 04:18
789,11789,Green Tea Banana Bread (Slice),2,1.75,01/16/19 06:10
790,11790,Macaroon (Pistachio),2,3.0,01/26/19 10:45
791,11791,Macaroon (Strawberry),3,2.75,01/01/19 11:45
792,11792,Special Vegetarian Curry Lunch Set,1,15.0,01/30/19 11:03
793,11793,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/02/19 11:13
794,11794,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/22/19 07:32
795,11795,Japanese Cheesecake (Full - Original),1,11.75,01/19/19 08:29
796,11796,Latte (Rose),1,4.75,01/16/19 04:37
797,11797,Dalgona Coffee (Original - Hot),2,2.75,01/25/19 09:41
798,11798,Dalgona Coffee (Chocolate - Hot),1,3.0,01/14/19 09:50
799,11799,Latte (Sakura),1,4.75,01/13/19 11:09
800,11800,Latte (Rose),2,4.75,01/30/19 11:14
801,11801,Coffee (Hot),1,2.25,01/08/19 09:52
802,11802,Tea (Green Tea),2,1.75,01/03/19 12:55
803,11803,Tea (Rose),1,2.0,01/07/19 11:34
804,11804,Donut (Ube),1,2.5,01/25/19 01:24
805,11805,Green Tea Yakult Refresher,2,5.0,01/13/19 06:33
806,11806,Latte (Rose),1,4.75,01/17/19 06:24
807,11807,Dalgona Coffee (Original - Cold),2,3.0,01/12/19 08:10
808,11808,Mango Yakult Refresher,1,4.75,01/28/19 11:30
809,11809,Japanese Cheesecake (Full - Matcha),1,12.0,01/31/19 12:58
810,11810,Donut (Matcha),1,2.5,01/18/19 09:32
811,11811,Japanese Cheesecake (Full - Matcha),1,12.0,01/05/19 08:43
812,11812,Latte (Caramel),1,4.25,01/01/19 11:08
813,11813,Japanese Rolled Cake (Slice - Original),1,4.0,01/15/19 07:46
814,11814,Dalgona Coffee (Strawberry - Cold),1,3.25,01/09/19 07:55
815,11815,Americano (Iced),1,3.5,01/30/19 12:15
816,11816,Donut (Red Bean),7,2.5,01/11/19 11:45
817,11817,Macaroon (Pistachio),2,3.0,01/28/19 04:17
818,11818,Dalgona Coffee (Matcha - Cold),1,3.25,01/03/19 09:53
819,11819,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/31/19 08:10
820,11820,Mango Yakult Refresher,1,4.75,01/12/19 08:38
821,11821,Tea (Earl Grey),1,1.75,01/15/19 07:45
822,11822,Macaroon (Pistachio),1,3.0,01/23/19 08:04
823,11823,Latte (Matcha),1,4.75,01/02/19 11:25
824,11824,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/19/19 05:02
825,11825,Tea (Green Tea),2,1.75,01/13/19 09:26
826,11826,Japanese Cheesecake (Full - Matcha),1,12.0,01/04/19 14:02
827,11827,Dalgona Coffee (Strawberry - Cold),1,3.25,01/29/19 11:09
828,11828,Dalgona Coffee (Chocolate - Hot),1,3.0,01/28/19 07:24
829,11829,Latte (Sakura),1,4.75,01/07/19 07:58
830,11830,Japanese Rolled Cake (Slice - Ube),1,4.0,01/21/19 12:09
831,11831,Original Croquette,1,3.0,01/16/19 10:09
832,11832,Milk Bread (Slice),2,1.25,01/09/19 09:24
833,11833,Dalgona Coffee (Original - Hot),2,2.75,01/30/19 08:15
834,11834,Macaroon (Vanilla),1,2.75,01/31/19 11:07
835,11835,Macaroon (Strawberry),1,2.75,01/12/19 05:08
836,11836,Dalgona Coffee (Matcha - Hot),1,3.0,01/22/19 03:47
837,11837,Tea (Green Tea),3,1.75,01/05/19 10:39
838,11838,Macaroon (Earl Grey),1,3.0,01/08/19 05:28
839,11839,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/02/19 12:15
840,11840,Dalgona Coffee (Strawberry - Hot),2,3.0,01/09/19 10:12
841,11841,Japanese Cheesecake (Slice - Original),1,3.75,01/02/19 04:57
842,11842,Japanese Cheesecake (Slice - Matcha),1,4.0,01/02/19 11:20
843,11843,Special Vegetarian Curry Lunch Set,1,15.0,01/30/19 10:09
844,11844,Portguese Tart Egg Tarts (6),1,11.0,01/15/19 10:29
845,11845,Special Bulgogi Lunch Set,1,12.5,01/26/19 08:02
846,11846,Japanese Rolled Cake (Slice - Original),1,4.0,01/16/19 06:01
847,11847,Dalgona Coffee (Matcha - Cold),2,3.25,01/12/19 06:20
848,11848,Coffee (Iced),2,2.5,01/17/19 08:36
849,11849,Japanese Rolled Cake (Slice - Original),1,4.0,01/03/19 12:03
850,11850,Macaroon (Chocolate),1,2.75,01/20/19 05:08
851,11851,Macaroon (Pandan Coconut),1,3.0,01/14/19 12:10
852,11852,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/22/19 08:05
853,11853,Latte (Matcha),1,4.75,01/05/19 10:47
854,11854,Dalgona Coffee (Matcha - Cold),1,3.25,01/29/19 06:34
855,11855,Coffee (Iced),1,2.5,01/28/19 13:34
856,11856,Latte (Matcha),1,4.75,01/18/19 05:02
857,11857,Special Vegetarian Curry Lunch Set,1,15.0,01/14/19 10:42
858,11858,Portguese Tart Egg Tarts (Single),1,2.0,01/27/19 08:09
859,11859,Mini Cheese Tart (Matcha),2,3.75,01/25/19 09:24
860,11860,Dalgona Coffee (Chocolate - Hot),1,3.0,01/22/19 12:06
861,11861,Macaroon (Chocolate),2,2.75,01/12/19 12:27
862,11862,Tea (Rose),1,2.0,01/22/19 10:46
863,11863,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/17/19 08:28
864,11864,Special Bulgogi Lunch Set,1,12.5,01/28/19 03:12
865,11865,Latte (Matcha),1,4.75,01/21/19 04:27
866,11866,Tea (Lavender),3,2.0,01/02/19 07:26
867,11867,Mango Yakult Refresher,1,4.75,01/02/19 03:17
868,11868,Macaroon (Pandan Coconut),1,3.0,01/03/19 05:09
869,11869,Japanese Cheesecake (Slice - Original),1,3.75,01/01/19 09:36
870,11870,Japanese Rolled Cake (Roll - Original),1,12.0,01/03/19 07:28
871,11871,Tea (Earl Grey),1,1.75,01/22/19 13:21
872,11872,Dalgona Coffee (Matcha - Cold),1,3.25,01/03/19 10:53
873,11873,Donut (Ube),1,2.5,01/29/19 06:37
874,11874,Macaroon (Earl Grey),1,3.0,01/07/19 12:05
875,11875,Tea (Earl Grey),1,1.75,01/12/19 11:58
876,11876,Latte (Matcha),1,4.75,01/15/19 09:38
877,11877,Green Tea Banana Bread (Slice),1,1.75,01/17/19 06:11
878,11878,Macaroon (Pistachio),1,3.0,01/27/19 09:57
879,11879,Tea (Lavender),1,2.0,01/03/19 08:19
880,11880,Green Tea Banana Bread (Loaf),1,4.75,01/11/19 11:24
881,11881,Coffee (Iced),1,2.5,01/09/19 08:20
882,11882,Dalgona Coffee (Strawberry - Hot),2,3.0,01/06/19 15:07
883,11883,Green Tea Yakult Refresher,1,5.0,01/30/19 11:58
884,11884,Green Tea Banana Bread (Slice),3,1.75,01/05/19 12:07
885,11885,Japanese Cheesecake (Slice - Original),1,3.75,01/04/19 11:48
886,11886,Japanese Rolled Cake (Roll - Original),1,12.0,01/15/19 06:28
887,11887,Dalgona Coffee (Chocolate - Cold),1,3.25,01/24/19 13:28
888,11888,Dalgona Coffee (Chocolate - Cold),1,3.25,01/07/19 12:28
889,11889,Latte (Matcha),2,4.75,01/03/19 07:02
890,11890,Mini Cheese Tart (Chocolate),4,3.75,01/11/19 07:55
891,11891,Dalgona Coffee (Original - Cold),2,3.0,01/30/19 12:45
892,11892,Dalgona Coffee (Original - Hot),1,2.75,01/19/19 10:28
893,11893,Macaroon (Pistachio),1,3.0,01/24/19 04:47
894,11894,Japanese Cheesecake (Slice - Matcha),2,4.0,01/17/19 08:01
895,11895,Macaroon (Pistachio),1,3.0,01/20/19 11:17
896,11896,Donut (Matcha),1,2.5,01/28/19 13:11
897,11897,Japanese Rolled Cake (Slice - Ube),2,4.0,01/20/19 08:27
898,11898,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/02/19 11:50
899,11899,Latte (Rose),1,4.75,01/16/19 11:20
900,11900,Bulgogi Bun,1,2.75,01/02/19 08:00
901,11901,Macaroon (Chocolate),1,2.75,01/30/19 10:58
902,11902,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/12/19 12:14
903,11903,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/14/19 11:11
904,11904,Latte (Matcha),1,4.75,01/24/19 06:23
905,11905,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/27/19 12:36
906,11906,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/15/19 10:40
907,11907,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/23/19 07:04
908,11908,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/30/19 10:05
909,11909,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/08/19 13:09
910,11910,Tea (Sakura),4,2.0,01/30/19 14:30
911,11911,Macaroon (Vanilla),1,2.75,01/24/19 14:17
912,11912,Americano (Hot),1,3.5,01/30/19 11:34
913,11913,Latte (Matcha),1,4.75,01/01/19 04:51
914,11914,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/28/19 11:37
915,11915,Dalgona Coffee (Strawberry - Hot),2,3.0,01/30/19 11:10
916,11916,Dalgona Coffee (Chocolate - Hot),1,3.0,01/27/19 04:42
917,11917,Tea (Earl Grey),1,1.75,01/08/19 05:39
918,11918,Dalgona Coffee (Original - Hot),1,2.75,01/14/19 04:30
919,11919,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/06/19 07:43
920,11920,Japanese Cheesecake (Slice - Original),4,3.75,01/29/19 09:54
921,11921,Original Croquette,2,3.0,01/10/19 08:50
922,11922,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/25/19 11:04
923,11923,Dalgona Coffee (Chocolate - Cold),3,3.25,01/17/19 04:45
924,11924,Latte (Sakura),1,4.75,01/20/19 11:48
925,11925,Japanese Cheesecake (Full - Matcha),1,12.0,01/10/19 07:30
926,11926,Dalgona Coffee (Original - Cold),1,3.0,01/12/19 13:32
927,11927,Dalgona Coffee (Original - Cold),2,3.0,01/28/19 09:36
928,11928,Americano (Iced),1,3.5,01/09/19 11:15
929,11929,Macaroon (Chocolate),1,2.75,01/18/19 07:06
930,11930,Dalgona Coffee (Strawberry - Hot),1,3.0,01/29/19 06:14
931,11931,Japanese Rolled Cake (Slice - Original),1,4.0,01/28/19 06:02
932,11932,Dalgona Coffee (Matcha - Hot),5,3.0,01/18/19 05:23
933,11933,Macaroon (Earl Grey),2,3.0,01/03/19 09:50
934,11934,Macaroon (Chocolate),1,2.75,01/18/19 06:10
935,11935,Portguese Tart Egg Tarts (6),1,11.0,01/26/19 09:12
936,11936,Macaroon (Green Tea),1,3.0,01/27/19 14:54
937,11937,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/27/19 07:27
938,11938,Macaroon (Pistachio),3,3.0,01/05/19 10:46
939,11939,Original Croquette,1,3.0,01/26/19 08:39
940,11940,Macaroon (Green Tea),2,3.0,01/22/19 06:39
941,11941,Americano (Hot),2,3.5,01/01/19 08:43
942,11942,Tea (Earl Grey),2,1.75,01/25/19 11:50
943,11943,Dalgona Coffee (Strawberry - Hot),1,3.0,01/10/19 07:10
944,11944,Japanese Cheesecake (Slice - Matcha),2,4.0,01/09/19 11:33
945,11945,Dalgona Coffee (Chocolate - Hot),1,3.0,01/20/19 07:19
946,11946,Mango Yakult Refresher,1,4.75,01/02/19 02:07
947,11947,Dalgona Coffee (Strawberry - Cold),2,3.25,01/01/19 04:38
948,11948,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/03/19 07:37
949,11949,Tea (Sakura),1,2.0,01/08/19 07:41
950,11950,Special Japanese Pork Cutlet Lunch Set,2,12.0,01/19/19 03:26
951,11951,Macaroon (Mango),1,3.0,01/03/19 10:10
952,11952,Green Tea Bun,1,2.75,01/07/19 12:54
953,11953,Latte (Matcha),1,4.75,01/19/19 09:38
954,11954,Latte (Regular),1,4.0,01/25/19 08:21
955,11955,Milk Bread (Slice),1,1.25,01/28/19 09:03
956,11956,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/11/19 11:31
957,11957,Japanese Cheesecake (Full - Original),1,11.75,01/05/19 08:49
958,11958,Latte (Matcha),1,4.75,01/28/19 07:19
959,11959,Dalgona Coffee (Matcha - Cold),4,3.25,01/25/19 05:57
960,11960,Americano (Hot),1,3.5,01/08/19 11:02
961,11961,Macaroon (Matcha),1,3.0,01/01/19 12:03
962,11962,Macaroon (Black Seasame),2,3.0,01/14/19 10:22
963,11963,Donut (Red Bean),5,2.5,01/28/19 07:31
964,11964,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/26/19 02:45
965,11965,Macaroon (Pistachio),2,3.0,01/30/19 10:16
966,11966,Bulgogi Bun,1,2.75,01/03/19 04:53
967,11967,Dalgona Coffee (Chocolate - Cold),2,3.25,01/08/19 10:33
968,11968,Mango Yakult Refresher,1,4.75,01/24/19 07:12
969,11969,Dalgona Coffee (Strawberry - Hot),1,3.0,01/07/19 08:51
970,11970,Tea (Green Tea),1,1.75,01/25/19 04:45
971,11971,Fruit Sando (Japanese Fruit Sando),1,4.5,01/02/19 12:20
972,11972,Dalgona Coffee (Chocolate - Hot),1,3.0,01/06/19 07:10
973,11973,Mango Yakult Refresher,2,4.75,01/24/19 13:13
974,11974,Dalgona Coffee (Strawberry - Hot),1,3.0,01/19/19 07:36
975,11975,Donut (Matcha),1,2.5,01/23/19 11:10
976,11976,Donut (Red Bean),2,2.5,01/03/19 14:47
977,11977,Tea (Sakura),1,2.0,01/04/19 05:51
978,11978,Latte (Sakura),1,4.75,01/10/19 11:24
979,11979,Dalgona Coffee (Strawberry - Cold),3,3.25,01/17/19 06:01
980,11980,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/21/19 11:56
981,11981,Mango Yakult Refresher,3,4.75,01/11/19 05:48
982,11982,Dalgona Coffee (Matcha - Hot),1,3.0,01/15/19 09:03
983,11983,Tea (Green Tea),3,1.75,01/20/19 07:30
984,11984,Dalgona Coffee (Original - Cold),1,3.0,01/10/19 10:16
985,11985,Green Tea Yakult Refresher,1,5.0,01/15/19 09:05
986,11986,Tea (Lavender),4,2.0,01/06/19 13:46
987,11987,Americano (Hot),1,3.5,01/29/19 15:38
988,11988,Japanese Cheesecake (Full - Matcha),1,12.0,01/01/19 08:02
989,11989,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/03/19 08:45
990,11990,Japanese Cheesecake (Full - Original),1,11.75,01/07/19 09:29
991,11991,Donut (Matcha),1,2.5,01/15/19 12:35
992,11992,Peach Yakult Refresher,1,4.75,01/26/19 06:16
993,11993,Donut (Ube),3,2.5,01/27/19 09:21
994,11994,Japanese Cheesecake (Slice - Original),1,3.75,01/25/19 11:02
995,11995,Dalgona Coffee (Chocolate - Hot),1,3.0,01/08/19 09:13
996,11996,Japanese Rolled Cake (Slice - Strawberry Cream),2,4.0,01/16/19 05:26
997,11997,Latte (Rose),1,4.75,01/13/19 07:11
998,11998,Dalgona Coffee (Matcha - Cold),2,3.25,01/14/19 09:25
999,11999,Latte (Matcha),1,4.75,01/23/19 12:56
1000,12000,Green Tea Banana Bread (Slice),9,1.75,01/12/19 07:39
1001,12001,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/11/19 14:39
1002,12002,Americano (Iced),1,3.5,01/27/19 09:24
1003,12003,Japanese Cheesecake (Full - Matcha),1,12.0,01/14/19 11:01
1004,12004,Portguese Tart Egg Tarts (Single),1,2.0,01/27/19 09:14
1005,12005,Japanese Cheesecake (Full - Matcha),1,12.0,01/30/19 09:18
1006,12006,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/07/19 06:44
1007,12007,Dalgona Coffee (Chocolate - Cold),4,3.25,01/01/19 15:51
1008,12008,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/10/19 07:31
1009,12009,Green Tea Yakult Refresher,1,5.0,01/22/19 12:56
1010,12010,Japanese Rolled Cake (Roll - Original),1,12.0,01/02/19 05:11
1011,12011,Americano (Hot),1,3.5,01/01/19 10:34
1012,12012,Dalgona Coffee (Matcha - Hot),1,3.0,01/15/19 09:27
1013,12013,Latte (Caramel),2,4.25,01/14/19 07:35
1014,12014,Dalgona Coffee (Original - Cold),3,3.0,01/10/19 11:30
1015,12015,Coffee (Hot),2,2.25,01/20/19 12:58
1016,12016,Special Vegetarian Curry Lunch Set,1,15.0,01/29/19 10:20
1017,12017,Dalgona Coffee (Strawberry - Hot),2,3.0,01/30/19 10:32
1018,12018,Original Croquette,1,3.0,01/06/19 06:26
1019,12019,Dalgona Coffee (Strawberry - Hot),1,3.0,01/20/19 06:55
1020,12020,Japanese Cheesecake (Slice - Original),5,3.75,01/10/19 06:49
1021,12021,Macaroon (Green Tea),1,3.0,01/18/19 05:37
1022,12022,Tea (Lavender),4,2.0,01/29/19 12:23
1023,12023,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/30/19 08:29
1024,12024,Fruit Sando (Japanese Fruit Sando),2,4.5,01/30/19 12:32
1025,12025,Portguese Tart Egg Tarts (6),1,11.0,01/23/19 10:50
1026,12026,Japanese Rolled Cake (Slice - Ube),1,4.0,01/30/19 05:07
1027,12027,Green Tea Yakult Refresher,1,5.0,01/12/19 11:08
1028,12028,Macaroon (Mango),2,3.0,01/25/19 03:34
1029,12029,Coffee (Iced),2,2.5,01/20/19 11:41
1030,12030,Green Tea Yakult Refresher,1,5.0,01/19/19 12:24
1031,12031,Latte (Sakura),1,4.75,01/25/19 08:26
1032,12032,Japanese Cheesecake (Full - Original),1,11.75,01/06/19 10:10
1033,12033,Macaroon (Pandan Coconut),1,3.0,01/15/19 08:43
1034,12034,Tea (Earl Grey),1,1.75,01/07/19 12:01
1035,12035,Peach Yakult Refresher,1,4.75,01/26/19 09:21
1036,12036,Dalgona Coffee (Chocolate - Hot),1,3.0,01/17/19 11:31
1037,12037,Japanese Cheesecake (Slice - Matcha),2,4.0,01/28/19 06:43
1038,12038,Latte (Matcha),2,4.75,01/14/19 07:43
1039,12039,Green Tea Banana Bread (Loaf),1,4.75,01/01/19 11:15
1040,12040,Japanese Rolled Cake (Slice - Original),1,4.0,01/23/19 03:53
1041,12041,Dalgona Coffee (Chocolate - Cold),1,3.25,01/01/19 15:59
1042,12042,Milk Bread (Slice),7,1.25,01/01/19 08:38
1043,12043,Latte (Matcha),1,4.75,01/22/19 08:49
1044,12044,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/17/19 07:15
1045,12045,Latte (Matcha),1,4.75,01/03/19 08:52
1046,12046,Portguese Tart Egg Tarts (6),1,11.0,01/30/19 18:03
1047,12047,Fruit Sando (Japanese Fruit Sando),1,4.5,01/14/19 12:19
1048,12048,Katsu Sando (Cripsy Chicken Katsu Sandwich),2,7.5,01/26/19 07:46
1049,12049,Dalgona Coffee (Original - Hot),2,2.75,01/25/19 10:00
1050,12050,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/14/19 07:34
1051,12051,Dalgona Coffee (Original - Cold),1,3.0,01/12/19 04:23
1052,12052,Americano (Hot),2,3.5,01/15/19 06:22
1053,12053,Dalgona Coffee (Strawberry - Cold),1,3.25,01/03/19 10:03
1054,12054,Coffee (Hot),4,2.25,01/29/19 08:17
1055,12055,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/19/19 06:24
1056,12056,Dalgona Coffee (Chocolate - Hot),1,3.0,01/12/19 06:33
1057,12057,Japanese Cheesecake (Slice - Matcha),2,4.0,01/18/19 13:44
1058,12058,Japanese Rolled Cake (Slice - Ube),4,4.0,01/24/19 08:49
1059,12059,Americano (Hot),1,3.5,01/10/19 07:39
1060,12060,Donut (Matcha),1,2.5,01/21/19 07:48
1061,12061,Latte (Rose),1,4.75,01/31/19 13:59
1062,12062,Japanese Rolled Cake (Roll - Ube),1,12.0,01/09/19 07:51
1063,12063,Latte (Rose),1,4.75,01/05/19 08:25
1064,12064,Mini Cheese Tart (Matcha),1,3.75,01/23/19 11:18
1065,12065,Special Vegetarian Curry Lunch Set,1,15.0,01/10/19 09:33
1066,12066,Americano (Iced),1,3.5,01/16/19 05:54
1067,12067,Dalgona Coffee (Strawberry - Hot),1,3.0,01/26/19 07:47
1068,12068,Latte (Regular),1,4.0,01/23/19 11:23
1069,12069,Dalgona Coffee (Chocolate - Hot),1,3.0,01/23/19 02:22
1070,12070,Tea (Rose),1,2.0,01/12/19 09:02
1071,12071,Latte (Rose),3,4.75,01/30/19 07:49
1072,12072,Japanese Cheesecake (Full - Original),1,11.75,01/17/19 09:06
1073,12073,Dalgona Coffee (Chocolate - Cold),1,3.25,01/27/19 09:47
1074,12074,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/16/19 06:24
1075,12075,Bulgogi Bun,1,2.75,01/14/19 08:07
1076,12076,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/12/19 11:51
1077,12077,Original Croquette,1,3.0,01/06/19 05:12
1078,12078,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/27/19 11:42
1079,12079,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/09/19 03:06
1080,12080,Dalgona Coffee (Strawberry - Hot),2,3.0,01/22/19 07:46
1081,12081,Latte (Caramel),1,4.25,01/05/19 03:37
1082,12082,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/16/19 08:20
1083,12083,Tea (Sakura),5,2.0,01/07/19 05:31
1084,12084,Japanese Rolled Cake (Roll - Original),1,12.0,01/03/19 10:50
1085,12085,Macaroon (Lavender),1,3.0,01/01/19 08:20
1086,12086,Macaroon (Strawberry),2,2.75,01/30/19 04:31
1087,12087,Macaroon (Strawberry),1,2.75,01/09/19 10:02
1088,12088,Dalgona Coffee (Strawberry - Cold),1,3.25,01/29/19 08:59
1089,12089,Latte (Rose),1,4.75,01/01/19 11:02
1090,12090,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/16/19 07:14
1091,12091,Tea (Lavender),1,2.0,01/14/19 10:09
1092,12092,Mango Yakult Refresher,2,4.75,01/01/19 10:07
1093,12093,Japanese Cheesecake (Full - Matcha),1,12.0,01/31/19 06:51
1094,12094,Original Croquette,1,3.0,01/15/19 08:03
1095,12095,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/17/19 06:35
1096,12096,Dalgona Coffee (Strawberry - Cold),2,3.25,01/22/19 10:02
1097,12097,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/19/19 06:04
1098,12098,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/01/19 05:48
1099,12099,Macaroon (Pistachio),2,3.0,01/21/19 13:09
1100,12100,Latte (Rose),1,4.75,01/08/19 13:30
1101,12101,Japanese Cheesecake (Full - Matcha),2,12.0,01/27/19 04:59
1102,12102,Green Tea Banana Bread (Loaf),1,4.75,01/03/19 02:37
1103,12103,Macaroon (Pistachio),1,3.0,01/20/19 08:00
1104,12104,Macaroon (Strawberry),2,2.75,01/27/19 10:16
1105,12105,Japanese Rolled Cake (Roll - Original),1,12.0,01/04/19 11:07
1106,12106,Donut (Matcha),2,2.5,01/05/19 09:31
1107,12107,Latte (Sakura),2,4.75,01/18/19 07:36
1108,12108,Macaroon (Pistachio),1,3.0,01/19/19 06:22
1109,12109,Original Croquette,1,3.0,01/29/19 05:50
1110,12110,Portguese Tart Egg Tarts (Single),1,2.0,01/05/19 06:47
1111,12111,Macaroon (Mango),1,3.0,01/11/19 05:11
1112,12112,Donut (Ube),1,2.5,01/09/19 12:40
1113,12113,Dalgona Coffee (Matcha - Hot),1,3.0,01/22/19 06:48
1114,12114,Latte (Rose),1,4.75,01/14/19 04:08
1115,12115,Macaroon (Earl Grey),2,3.0,01/01/19 08:14
1116,12116,Dalgona Coffee (Strawberry - Hot),1,3.0,01/21/19 05:53
1117,12117,Macaroon (Black Seasame),1,3.0,01/24/19 10:37
1118,12118,Peach Yakult Refresher,1,4.75,01/03/19 09:19
1119,12119,Americano (Hot),2,3.5,01/21/19 11:53
1120,12120,Dalgona Coffee (Strawberry - Hot),1,3.0,01/30/19 06:50
1121,12121,Dalgona Coffee (Chocolate - Cold),2,3.25,01/22/19 08:16
1122,12122,Macaroon (Black Seasame),1,3.0,01/28/19 06:16
1123,12123,Latte (Regular),1,4.0,01/27/19 06:11
1124,12124,Japanese Cheesecake (Full - Original),1,11.75,01/25/19 06:06
1125,12125,Coffee (Iced),1,2.5,01/15/19 11:36
1126,12126,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/22/19 10:22
1127,12127,Tea (Lavender),1,2.0,01/06/19 07:53
1128,12128,Latte (Rose),1,4.75,01/30/19 06:15
1129,12129,Americano (Hot),1,3.5,01/10/19 09:08
1130,12130,Macaroon (Mango),3,3.0,01/27/19 12:36
1131,12131,Donut (Red Bean),1,2.5,01/23/19 04:47
1132,12132,Mango Yakult Refresher,1,4.75,01/23/19 07:32
1133,12133,Japanese Rolled Cake (Roll - Original),1,12.0,01/21/19 08:25
1134,12134,Latte (Caramel),1,4.25,01/11/19 08:03
1135,12135,Green Tea Bun,1,2.75,01/14/19 10:55
1136,12136,Japanese Rolled Cake (Roll - Original),1,12.0,01/25/19 13:28
1137,12137,Tea (Lavender),7,2.0,01/03/19 08:41
1138,12138,Milk Bread (Loaf),1,4.5,01/28/19 11:39
1139,12139,Green Tea Yakult Refresher,1,5.0,01/02/19 10:19
1140,12140,Tea (Lavender),1,2.0,01/28/19 03:55
1141,12141,Macaroon (Pistachio),1,3.0,01/19/19 05:16
1142,12142,Japanese Cheesecake (Full - Matcha),1,12.0,01/08/19 15:06
1143,12143,Original Croquette,2,3.0,01/12/19 07:55
1144,12144,Coffee (Iced),1,2.5,01/03/19 13:08
1145,12145,Macaroon (Pandan Coconut),1,3.0,01/16/19 05:11
1146,12146,Dalgona Coffee (Original - Cold),2,3.0,01/13/19 11:04
1147,12147,Donut (Matcha),1,2.5,01/14/19 12:57
1148,12148,Mango Yakult Refresher,1,4.75,01/05/19 04:26
1149,12149,Macaroon (Matcha),3,3.0,01/16/19 16:18
1150,12150,Dalgona Coffee (Matcha - Cold),1,3.25,01/13/19 12:08
1151,12151,Dalgona Coffee (Matcha - Hot),1,3.0,01/31/19 10:12
1152,12152,Portguese Tart Egg Tarts (Single),3,2.0,01/30/19 12:04
1153,12153,Macaroon (Vietnamese Coffee),2,3.0,01/14/19 07:05
1154,12154,Latte (Matcha),2,4.75,01/13/19 05:26
1155,12155,Tea (Earl Grey),3,1.75,01/11/19 08:43
1156,12156,Dalgona Coffee (Matcha - Hot),1,3.0,01/12/19 04:06
1157,12157,Dalgona Coffee (Matcha - Hot),1,3.0,01/30/19 12:42
1158,12158,Macaroon (Vanilla),1,2.75,01/04/19 14:12
1159,12159,Latte (Caramel),2,4.25,01/18/19 07:54
1160,12160,Macaroon (Vanilla),3,2.75,01/10/19 09:26
1161,12161,Latte (Matcha),1,4.75,01/04/19 10:03
1162,12162,Dalgona Coffee (Original - Hot),1,2.75,01/03/19 07:51
1163,12163,Mini Cheese Tart (Orginal),1,3.75,01/18/19 05:53
1164,12164,Peach Yakult Refresher,1,4.75,01/15/19 09:01
1165,12165,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/06/19 05:44
1166,12166,Peach Yakult Refresher,1,4.75,01/13/19 13:39
1167,12167,Coffee (Iced),1,2.5,01/18/19 06:25
1168,12168,Dalgona Coffee (Original - Hot),1,2.75,01/06/19 07:21
1169,12169,Dalgona Coffee (Matcha - Hot),1,3.0,01/22/19 07:13
1170,12170,Macaroon (Matcha),1,3.0,01/23/19 05:25
1171,12171,Japanese Cheesecake (Slice - Matcha),1,4.0,01/07/19 08:16
1172,12172,Latte (Sakura),1,4.75,01/25/19 04:08
1173,12173,Coffee (Hot),1,2.25,01/03/19 07:07
